"","X","Male","ParentEduc","LunchDiscount","TestPrep","PracticeSport","IsFirstChild","NrSiblings","PrivateTransport","WklyStudyHours","EthnicGroupA","EthnicGroupB","EthnicGroupC","EthnicGroupD","EthnicGroupE","ParentDivorced","ParentMarried","ParentSingle","ParentWidowed","MathScore","ReadingScore","WritingScore","AggregateScore"
"14048",903,0,3,0,1,2,1,3,0,1,0,0,0,1,0,0,0,1,0,62,70,75,207
"14049",904,0,5,0,1,2,1,1,0,3,0,0,1,0,0,0,1,0,0,66,73,75,214
"14050",905,0,5,0,0,2,0,4,1,3,0,0,0,1,0,0,0,1,0,75,82,92,249
"14051",906,1,2,0,0,2,0,4,0,2,0,0,0,1,0,0,1,0,0,64,60,59,183
"14052",907,0,3,0,0,3,0,3,1,3,0,0,1,0,0,0,1,0,0,66,74,69,209
"14053",908,0,6,0,0,3,0,1,0,2,0,0,0,0,1,0,1,0,0,69,79,83,231
"14055",910,0,5,0,1,2,1,2,0,1,0,0,1,0,0,0,0,1,0,86,89,100,275
"14056",911,1,2,1,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,58,72,63,193
"14058",913,1,5,1,0,3,1,2,0,2,0,1,0,0,0,1,0,0,0,48,46,45,139
"14059",914,0,4,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,56,67,56,179
"14060",915,1,2,0,0,2,1,0,0,3,0,0,0,0,1,0,0,1,0,90,85,78,253
"14061",917,1,3,0,0,2,0,1,1,2,0,0,1,0,0,0,0,1,0,64,75,74,213
"14062",918,0,6,1,0,3,1,2,1,2,0,0,1,0,0,0,1,0,0,34,38,45,117
"14064",920,1,6,0,0,2,1,0,0,3,0,1,0,0,0,1,0,0,0,81,74,68,223
"14066",922,1,3,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,68,70,64,202
"14068",924,0,1,0,1,1,1,5,0,1,0,0,1,0,0,0,0,1,0,77,94,84,255
"14071",927,1,3,1,0,3,1,3,0,1,0,0,0,0,1,0,0,1,0,56,57,51,164
"14072",928,1,1,0,0,2,1,1,1,2,0,0,1,0,0,1,0,0,0,63,57,49,169
"14077",933,0,2,1,1,1,1,5,1,1,0,0,1,0,0,0,1,0,0,45,70,69,184
"14078",934,0,2,1,0,1,1,5,1,1,0,0,0,1,0,0,0,1,0,66,82,76,224
"14079",935,1,1,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,72,49,58,179
"14081",937,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,67,64,64,195
"14083",939,1,3,1,0,3,1,4,0,1,0,0,0,0,1,0,1,0,0,89,77,70,236
"14085",941,0,2,1,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,56,60,67,183
"14086",942,0,1,1,0,3,1,1,0,1,1,0,0,0,0,1,0,0,0,53,74,67,194
"14087",944,0,5,0,0,3,1,3,0,2,0,1,0,0,0,0,1,0,0,72,74,76,222
"14089",946,1,3,0,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,48,40,43,131
"14090",947,1,3,0,1,2,1,3,0,1,1,0,0,0,0,1,0,0,0,69,68,70,207
"14092",949,1,6,0,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,74,78,74,226
"14093",950,1,3,0,1,1,0,3,0,1,0,0,0,1,0,0,1,0,0,87,81,91,259
"14096",953,0,5,1,1,2,1,2,1,1,1,0,0,0,0,0,1,0,0,65,86,80,231
"14097",954,0,5,1,0,3,0,3,1,1,0,0,0,1,0,0,1,0,0,78,87,90,255
"14098",955,1,4,1,0,3,1,1,0,1,1,0,0,0,0,0,1,0,0,64,53,53,170
"14099",956,1,2,0,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,90,84,76,250
"14101",958,0,3,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,75,91,85,251
"14102",959,1,5,0,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,71,69,65,205
"14104",962,0,1,1,1,2,1,4,1,1,0,0,1,0,0,0,1,0,0,65,75,73,213
"14105",964,0,2,0,0,3,0,3,1,1,0,1,0,0,0,0,1,0,0,70,72,72,214
"14106",965,1,1,0,1,3,1,2,0,1,0,0,0,0,1,0,1,0,0,80,66,66,212
"14107",966,1,3,0,0,2,1,0,1,2,0,0,0,0,1,0,1,0,0,97,95,90,282
"14110",969,1,3,0,1,3,1,3,1,1,0,0,0,1,0,0,0,0,1,71,56,60,187
"14111",970,0,4,0,1,1,1,4,0,2,0,0,0,1,0,0,1,0,0,54,72,74,200
"14112",971,1,3,0,0,1,0,3,1,1,0,0,1,0,0,0,0,1,0,86,83,75,244
"14113",972,1,5,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,97,90,94,281
"14114",973,0,4,0,0,3,0,1,1,1,1,0,0,0,0,0,1,0,0,89,97,92,278
"14116",975,0,1,0,0,3,1,2,0,1,0,0,0,0,1,0,1,0,0,76,78,82,236
"14117",976,0,3,0,0,1,0,3,1,3,0,0,0,1,0,0,0,1,0,67,72,70,209
"14118",977,0,5,1,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,55,66,65,186
"14119",980,0,4,0,1,2,0,2,1,2,0,0,0,1,0,0,1,0,0,67,71,76,214
"14122",983,0,1,1,0,3,0,3,0,1,0,0,0,1,0,0,1,0,0,73,69,75,217
"14123",985,0,3,0,0,2,0,4,1,1,0,0,0,0,1,1,0,0,0,62,69,62,193
"14125",987,0,5,1,1,2,1,4,0,2,0,0,0,1,0,0,1,0,0,55,70,77,202
"14126",988,1,5,1,0,3,1,1,1,2,0,0,1,0,0,0,1,0,0,58,59,59,176
"14128",991,0,5,0,0,2,0,5,1,3,0,0,0,1,0,0,1,0,0,95,95,100,290
"14130",993,1,4,1,0,1,1,3,1,1,1,0,0,0,0,0,0,0,1,50,56,55,161
"14132",995,1,6,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,65,66,65,196
"14133",996,0,3,0,0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,64,68,71,203
"14136",999,0,1,0,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0,60,69,72,201
"14137",1,1,1,0,0,2,1,3,0,2,0,0,0,0,1,0,0,1,0,71,60,51,182
"14138",2,0,6,1,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,67,80,85,232
"14139",3,0,2,0,0,2,1,0,1,2,0,0,1,0,0,0,1,0,0,46,46,47,139
"14140",4,0,1,1,1,3,1,3,1,2,0,1,0,0,0,1,0,0,0,53,61,68,182
"14141",5,1,1,0,0,2,1,3,0,1,0,1,0,0,0,0,1,0,0,79,62,67,208
"14142",6,1,4,1,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,81,78,75,234
"14143",7,1,1,1,0,3,1,4,1,2,0,0,1,0,0,0,1,0,0,67,52,55,174
"14144",8,1,2,1,1,2,0,3,0,2,0,0,0,1,0,0,0,1,0,58,65,60,183
"14145",9,0,4,1,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,66,73,79,218
"14147",11,1,2,1,1,3,0,4,0,1,0,0,1,0,0,0,1,0,0,56,58,53,167
"14150",14,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,65,67,57,189
"14151",15,1,6,1,0,3,1,3,1,1,0,0,1,0,0,0,1,0,0,63,57,55,175
"14152",16,1,3,0,1,2,1,3,0,1,0,1,0,0,0,0,1,0,0,93,91,95,279
"14155",19,1,1,0,1,2,1,2,0,1,0,0,0,0,1,0,0,1,0,93,84,86,263
"14158",22,1,3,0,0,3,0,1,1,3,0,1,0,0,0,0,1,0,0,76,70,75,221
"14162",26,0,4,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,83,84,84,251
"14164",28,1,6,0,0,2,0,3,0,1,0,1,0,0,0,0,1,0,0,83,74,67,224
"14165",29,1,5,0,0,3,1,2,1,2,0,0,1,0,0,0,1,0,0,54,55,51,160
"14166",30,0,5,0,0,2,1,2,1,2,0,0,0,1,0,0,1,0,0,81,77,87,245
"14169",33,0,3,0,0,3,0,1,1,3,0,0,1,0,0,1,0,0,0,62,75,69,206
"14170",34,0,3,0,1,2,1,0,1,1,0,0,0,0,1,0,1,0,0,71,73,80,224
"14171",35,0,5,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,65,73,77,215
"14176",40,0,2,0,0,2,1,3,0,1,0,0,0,0,1,0,0,1,0,90,90,95,275
"14178",42,1,1,0,0,3,1,3,1,1,0,1,0,0,0,0,1,0,0,69,74,65,208
"14179",43,1,4,1,0,3,1,1,1,1,0,0,0,1,0,1,0,0,0,70,66,59,195
"14180",44,1,5,1,0,2,0,3,0,1,0,0,0,0,1,1,0,0,0,49,42,37,128
"14182",46,1,4,0,0,2,1,4,1,3,0,0,0,0,1,0,1,0,0,88,79,77,244
"14183",47,1,4,0,1,3,1,1,1,2,0,1,0,0,0,0,1,0,0,69,71,67,207
"14184",48,1,4,0,0,3,1,2,0,1,0,0,0,1,0,0,1,0,0,77,59,63,199
"14186",50,1,2,0,0,3,0,1,1,3,0,0,1,0,0,0,1,0,0,85,85,81,251
"14188",52,0,3,0,1,2,1,0,0,3,0,0,1,0,0,1,0,0,0,78,86,90,254
"14189",53,0,1,1,1,2,0,4,0,1,0,0,1,0,0,0,1,0,0,52,59,57,168
"14190",54,0,1,1,0,1,1,3,1,1,0,1,0,0,0,1,0,0,0,51,54,57,162
"14191",55,1,3,1,1,2,0,1,1,2,0,1,0,0,0,0,1,0,0,81,69,71,221
"14193",57,1,2,0,1,3,0,1,1,2,1,0,0,0,0,0,1,0,0,63,57,53,173
"14194",58,0,3,0,1,2,1,1,0,3,0,0,0,1,0,0,1,0,0,84,96,94,274
"14196",60,1,3,1,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,52,53,49,154
"14197",61,1,3,0,0,3,1,2,0,1,0,0,0,1,0,0,1,0,0,72,63,68,203
"14199",63,0,2,1,1,2,0,5,1,3,0,0,1,0,0,0,1,0,0,41,49,58,148
"14201",65,1,4,0,0,2,1,1,1,3,0,0,0,1,0,0,1,0,0,89,89,82,260
"14202",66,0,5,0,0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,58,87,80,225
"14203",67,0,4,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,72,80,77,229
"14204",68,0,2,0,0,2,1,0,0,3,0,1,0,0,0,0,1,0,0,69,73,74,216
"14206",70,1,2,0,0,2,1,4,0,2,0,0,0,0,1,1,0,0,0,94,90,85,269
"14207",71,1,5,0,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,65,81,73,219
"14211",75,0,1,0,0,2,1,2,0,3,0,0,0,0,1,0,1,0,0,83,85,88,256
"14212",76,0,1,0,0,2,1,3,1,1,0,0,0,1,0,1,0,0,0,74,82,80,236
"14213",77,1,3,1,1,3,0,3,0,1,0,0,1,0,0,0,0,0,1,78,71,70,219
"14217",81,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,28,43,39,110
"14218",82,0,3,0,0,2,0,1,1,1,1,0,0,0,0,0,1,0,0,77,83,80,240
"14219",83,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,44,46,39,129
"14220",84,1,1,0,0,3,1,2,0,2,0,0,1,0,0,0,1,0,0,64,63,52,179
"14221",85,0,3,0,0,3,0,3,1,2,0,0,0,1,0,1,0,0,0,39,42,43,124
"14226",90,0,1,0,1,3,0,2,1,1,0,0,0,1,0,0,0,1,0,55,62,72,189
"14227",91,0,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,56,64,62,182
"14228",92,0,4,0,0,3,1,3,1,1,0,0,1,0,0,0,1,0,0,82,86,89,257
"14229",93,1,4,0,1,2,1,1,1,3,0,0,0,0,1,0,1,0,0,80,70,72,222
"14230",94,1,1,0,0,3,1,0,0,3,0,0,0,1,0,0,1,0,0,44,33,38,115
"14231",95,0,1,0,0,3,0,1,1,2,0,1,0,0,0,0,0,1,0,83,75,78,236
"14232",97,0,3,1,0,3,0,3,0,3,0,0,0,1,0,0,1,0,0,55,55,55,165
"14234",99,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,87,83,80,250
"14236",102,0,4,0,0,2,1,0,0,3,0,0,1,0,0,0,1,0,0,36,36,43,115
"14239",105,1,5,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,83,77,75,235
"14243",109,1,2,0,1,3,1,2,0,3,0,0,0,0,1,0,0,1,0,73,73,74,220
"14244",110,1,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,1,0,59,58,54,171
"14245",111,1,3,0,0,3,0,4,1,2,0,1,0,0,0,1,0,0,0,67,75,70,212
"14246",112,0,2,0,0,2,1,3,1,3,0,0,0,1,0,0,1,0,0,59,66,66,191
"14248",114,1,4,1,0,3,0,3,0,1,0,0,1,0,0,0,1,0,0,42,50,39,131
"14249",115,0,3,0,1,3,1,4,1,2,0,0,0,1,0,0,1,0,0,53,63,73,189
"14250",116,1,5,1,0,2,1,7,0,1,0,0,0,0,1,0,1,0,0,71,64,61,196
"14251",118,1,6,1,1,2,1,3,1,1,0,0,1,0,0,0,0,1,0,71,77,77,225
"14253",120,0,2,0,0,2,0,4,1,2,0,0,1,0,0,1,0,0,0,60,62,56,178
"14254",121,1,3,0,0,3,0,3,1,3,0,0,1,0,0,1,0,0,0,80,72,77,229
"14255",122,0,2,0,0,3,1,1,0,2,0,0,0,1,0,0,0,1,0,75,76,76,227
"14257",124,1,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,70,65,66,201
"14260",128,0,2,1,1,2,0,4,1,1,0,0,0,1,0,0,0,1,0,61,83,80,224
"14263",133,0,4,1,1,3,1,4,0,1,0,0,1,0,0,1,0,0,0,40,68,68,176
"14267",137,0,6,1,0,2,1,0,1,2,0,0,1,0,0,0,1,0,0,59,61,64,184
"14268",138,0,6,1,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,54,73,67,194
"14269",139,0,3,0,0,3,1,4,1,2,0,0,0,0,1,0,1,0,0,49,55,51,155
"14271",141,1,2,0,0,3,0,2,0,1,0,0,0,0,1,0,1,0,0,78,74,67,219
"14272",142,0,3,1,1,1,0,3,1,2,0,0,1,0,0,0,1,0,0,56,73,73,202
"14274",144,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,51,64,67,182
"14275",145,0,1,1,1,1,0,2,1,3,0,0,1,0,0,0,1,0,0,10,31,35,76
"14276",146,1,2,0,1,3,1,3,0,1,0,0,0,1,0,0,0,1,0,62,58,59,179
"14281",152,1,5,0,0,3,1,2,1,1,0,1,0,0,0,0,1,0,0,82,78,78,238
"14282",153,1,3,1,0,3,1,2,0,1,0,0,1,0,0,0,1,0,0,42,51,43,136
"14285",156,1,1,0,1,3,1,1,1,3,0,0,0,1,0,0,1,0,0,74,76,75,225
"14286",157,1,2,0,1,2,1,1,1,3,0,0,1,0,0,0,0,1,0,72,71,70,213
"14287",159,1,2,0,1,3,1,1,1,3,0,1,0,0,0,0,1,0,0,98,79,84,261
"14288",160,1,4,1,1,3,0,2,0,1,0,0,0,0,1,0,0,1,0,65,63,61,189
"14289",161,0,4,1,0,2,1,4,0,3,0,0,1,0,0,0,1,0,0,62,63,70,195
"14290",162,0,1,0,0,1,1,3,0,1,0,0,1,0,0,0,1,0,0,70,87,78,235
"14291",163,0,3,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,55,65,59,179
"14292",164,0,4,0,1,3,1,2,0,1,0,1,0,0,0,0,1,0,0,74,90,93,257
"14294",166,0,4,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,32,43,48,123
"14295",167,1,4,0,0,3,1,2,1,2,0,0,0,1,0,0,0,1,0,49,61,55,165
"14296",168,0,5,0,0,2,1,4,1,2,0,0,0,0,1,0,1,0,0,86,84,87,257
"14297",169,0,2,1,1,3,1,3,1,1,0,0,1,0,0,0,1,0,0,63,61,64,188
"14298",170,0,4,1,0,3,0,3,0,1,0,0,1,0,0,0,1,0,0,71,77,73,221
"14300",172,0,6,1,0,3,0,4,1,1,1,0,0,0,0,0,0,1,0,65,91,86,242
"14301",173,1,5,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,96,100,100,296
"14302",174,1,4,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,84,77,80,241
"14303",175,1,5,1,0,2,0,2,0,3,0,1,0,0,0,1,0,0,0,57,47,53,157
"14304",176,0,3,0,0,2,0,3,1,1,0,1,0,0,0,0,1,0,0,69,84,86,239
"14306",178,1,4,0,0,1,1,1,1,2,0,0,0,1,0,0,0,1,0,51,54,50,155
"14307",179,1,5,0,0,3,1,3,1,1,0,1,0,0,0,1,0,0,0,78,70,69,217
"14308",180,0,1,0,1,2,1,4,1,1,0,0,1,0,0,0,1,0,0,87,94,92,273
"14310",182,1,4,0,0,2,1,1,1,3,0,1,0,0,0,0,0,1,0,96,83,86,265
"14313",185,1,5,1,0,2,1,2,0,2,0,0,1,0,0,0,1,0,0,58,61,60,179
"14316",188,0,1,0,0,2,1,2,0,1,1,0,0,0,0,0,1,0,0,29,49,43,121
"14317",189,0,3,1,0,3,0,1,1,3,0,0,1,0,0,0,1,0,0,57,64,70,191
"14319",191,1,4,1,1,2,0,3,1,3,0,0,1,0,0,0,0,1,0,69,61,64,194
"14320",192,1,1,0,0,3,1,2,1,1,0,0,0,0,1,0,0,1,0,93,84,79,256
"14321",193,0,1,0,1,3,1,1,1,2,0,1,0,0,0,0,1,0,0,53,69,68,190
"14322",194,0,3,0,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,81,93,97,271
"14323",195,1,4,0,0,2,0,4,0,1,0,0,1,0,0,0,0,1,0,88,83,79,250
"14325",197,0,1,0,1,2,0,4,1,1,0,0,0,0,1,1,0,0,0,85,95,97,277
"14326",198,0,4,0,0,3,1,2,0,1,0,0,0,1,0,1,0,0,0,86,88,90,264
"14328",201,1,1,0,0,3,1,2,0,3,0,0,1,0,0,0,0,1,0,68,62,59,189
"14331",204,1,6,0,1,3,1,1,1,1,0,0,1,0,0,0,0,1,0,71,69,76,216
"14332",205,0,4,1,1,2,1,4,1,1,0,0,0,0,1,0,1,0,0,60,59,69,188
"14334",207,1,6,0,0,2,1,3,1,1,0,0,0,0,1,0,1,0,0,100,100,95,295
"14335",208,0,2,0,0,2,1,4,0,1,0,0,0,1,0,1,0,0,0,62,59,61,182
"14337",211,0,1,0,1,2,1,3,1,1,0,0,0,1,0,0,1,0,0,52,55,62,169
"14338",212,1,2,1,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,57,59,48,164
"14340",214,1,1,1,1,3,1,3,0,2,0,0,0,1,0,1,0,0,0,56,50,60,166
"14342",216,0,2,1,1,2,1,2,0,1,0,1,0,0,0,1,0,0,0,65,70,74,209
"14343",217,1,2,1,1,2,1,2,1,1,0,1,0,0,0,0,0,1,0,50,60,56,166
"14344",218,1,3,0,1,2,1,5,0,2,0,0,0,1,0,0,0,1,0,69,67,73,209
"14346",220,1,3,0,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,51,42,44,137
"14347",221,1,6,1,0,2,0,4,0,2,0,0,0,1,0,0,1,0,0,66,65,58,189
"14350",224,0,2,0,1,2,1,2,1,3,0,1,0,0,0,0,0,1,0,77,96,95,268
"14352",226,1,3,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,65,59,54,178
"14353",227,1,6,0,1,2,1,1,0,3,0,0,1,0,0,0,1,0,0,86,72,80,238
"14355",229,0,5,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,42,54,52,148
"14356",230,0,1,1,0,2,1,1,1,2,0,1,0,0,0,0,1,0,0,37,61,50,148
"14357",231,1,3,0,0,2,0,3,0,3,0,0,1,0,0,1,0,0,0,75,73,79,227
"14358",232,0,3,0,0,3,0,2,0,1,0,0,1,0,0,0,0,1,0,88,100,93,281
"14360",234,1,5,0,1,2,1,1,0,1,0,0,0,0,1,0,0,1,0,82,87,86,255
"14361",235,1,4,0,1,2,1,4,0,1,0,0,0,0,1,0,1,0,0,81,65,64,210
"14362",236,1,1,1,0,2,0,4,0,2,0,0,1,0,0,0,1,0,0,73,69,64,206
"14364",238,1,6,1,0,3,1,2,0,1,0,1,0,0,0,0,1,0,0,61,60,53,174
"14365",239,0,4,0,0,2,1,1,0,2,0,0,1,0,0,0,1,0,0,64,82,74,220
"14366",240,1,6,0,1,2,1,6,1,3,0,0,1,0,0,1,0,0,0,79,90,87,256
"14369",243,0,1,0,0,3,0,1,0,1,0,0,0,0,1,0,1,0,0,75,72,78,225
"14371",245,0,4,0,0,3,0,1,1,3,0,1,0,0,0,1,0,0,0,32,51,46,129
"14376",250,1,4,1,1,2,1,3,1,1,0,0,0,1,0,0,1,0,0,54,54,47,155
"14377",252,1,5,1,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,53,51,48,152
"14378",254,1,4,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,0,69,65,65,199
"14380",256,1,4,1,0,3,1,2,0,2,0,0,1,0,0,0,1,0,0,55,55,50,160
"14382",258,0,4,1,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,49,60,57,166
"14383",259,1,2,0,1,2,1,1,0,3,0,0,0,1,0,1,0,0,0,98,91,97,286
"14384",260,1,4,0,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,92,72,76,240
"14385",261,0,4,0,0,2,1,2,0,2,0,1,0,0,0,0,1,0,0,64,66,68,198
"14387",263,1,5,0,1,3,1,0,1,3,0,0,0,1,0,0,1,0,0,88,77,90,255
"14389",265,1,1,0,0,3,1,2,1,2,0,0,1,0,0,0,1,0,0,57,57,56,170
"14390",266,0,1,0,1,3,1,2,0,1,0,0,1,0,0,0,0,1,0,77,83,86,246
"14392",268,0,3,1,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,53,75,73,201
"14394",270,0,3,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,84,94,96,274
"14396",272,1,5,0,0,1,0,4,1,3,0,0,1,0,0,1,0,0,0,54,56,54,164
"14397",273,1,3,1,1,2,0,2,0,3,0,0,1,0,0,0,1,0,0,60,53,49,162
"14399",275,1,1,0,0,2,1,3,1,3,0,1,0,0,0,0,1,0,0,81,76,74,231
"14400",276,1,5,1,0,3,0,1,1,1,0,0,1,0,0,0,1,0,0,77,89,79,245
"14401",277,0,2,1,0,2,1,3,1,1,0,1,0,0,0,0,0,1,0,58,70,61,189
"14402",278,0,6,0,1,2,1,5,0,3,0,0,0,1,0,0,1,0,0,100,99,100,299
"14403",280,1,2,1,0,3,0,2,1,1,0,1,0,0,0,0,1,0,0,31,33,32,96
"14404",281,1,3,0,1,2,1,1,1,2,0,1,0,0,0,0,0,1,0,97,89,89,275
"14405",282,0,4,0,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,86,93,96,275
"14406",283,1,3,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,79,74,70,223
"14407",284,1,1,1,0,3,0,5,1,1,0,0,0,0,1,1,0,0,0,59,60,51,170
"14408",285,1,1,0,0,2,1,1,1,3,1,0,0,0,0,1,0,0,0,69,60,54,183
"14411",288,0,4,0,0,2,1,3,1,1,0,0,0,1,0,1,0,0,0,78,87,78,243
"14414",291,1,5,0,1,2,1,3,0,3,0,0,0,1,0,0,0,1,0,75,56,63,194
"14415",292,0,4,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,56,63,60,179
"14416",293,0,2,1,0,3,1,1,0,3,0,0,0,1,0,0,0,1,0,71,79,76,226
"14420",297,0,3,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,62,76,73,211
"14423",300,0,1,0,1,3,1,4,0,3,0,0,1,0,0,1,0,0,0,48,57,57,162
"14424",301,0,1,0,0,2,1,2,0,1,0,0,0,1,0,0,0,1,0,75,78,74,227
"14425",302,0,3,0,0,2,0,5,0,3,1,0,0,0,0,0,1,0,0,48,51,52,151
"14426",303,1,3,0,0,3,1,1,0,2,0,1,0,0,0,0,1,0,0,74,66,66,206
"14427",304,0,5,0,0,3,0,4,0,3,0,0,0,1,0,0,0,1,0,75,71,78,224
"14430",307,1,5,1,0,2,1,4,0,1,0,0,0,1,0,0,1,0,0,60,41,45,146
"14432",309,0,6,0,1,3,1,1,0,2,0,1,0,0,0,0,1,0,0,73,83,91,247
"14433",310,1,4,0,0,3,0,3,0,2,0,0,1,0,0,0,1,0,0,86,86,78,250
"14434",311,0,4,0,1,2,1,1,0,2,0,1,0,0,0,0,1,0,0,48,65,67,180
"14438",315,1,2,1,1,2,1,2,1,1,0,0,1,0,0,0,0,1,0,51,55,49,155
"14439",316,0,5,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,52,62,72,186
"14440",317,1,1,0,0,1,1,3,1,2,0,0,0,1,0,0,1,0,0,60,55,56,171
"14447",324,1,2,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,60,53,49,162
"14448",326,1,2,0,0,2,0,5,1,1,0,0,0,1,0,0,1,0,0,90,79,71,240
"14449",327,0,2,1,0,3,0,2,1,2,0,0,0,1,0,0,1,0,0,49,47,45,141
"14450",328,1,1,0,0,3,1,3,1,2,0,0,1,0,0,0,1,0,0,70,64,64,198
"14452",330,1,5,0,0,2,0,3,1,1,0,0,1,0,0,0,1,0,0,91,82,80,253
"14456",334,1,3,0,0,2,1,2,1,1,0,0,0,1,0,0,0,1,0,69,74,67,210
"14457",335,0,2,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1,0,59,71,68,198
"14458",336,0,1,0,1,1,0,3,0,1,0,0,1,0,0,0,1,0,0,77,94,90,261
"14460",338,1,2,0,0,3,1,4,1,1,0,0,1,0,0,0,0,1,0,69,56,51,176
"14461",339,0,5,1,0,2,1,3,0,3,0,0,1,0,0,0,1,0,0,51,60,62,173
"14466",344,0,6,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,49,48,49,146
"14467",345,1,1,1,0,2,1,1,0,3,0,0,1,0,0,1,0,0,0,63,59,47,169
"14469",347,1,4,0,0,2,1,4,1,1,0,0,1,0,0,0,1,0,0,86,83,83,252
"14471",350,1,1,0,1,3,1,0,0,3,0,1,0,0,0,0,0,0,1,74,74,70,218
"14472",351,1,4,0,0,1,1,3,0,1,0,0,1,0,0,0,1,0,0,84,73,77,234
"14474",353,1,1,0,0,2,0,2,0,3,0,0,1,0,0,0,1,0,0,63,61,61,185
"14475",354,0,5,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,80,96,92,268
"14478",357,0,4,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,77,83,82,242
"14481",360,0,3,1,0,2,1,6,0,3,1,0,0,0,0,1,0,0,0,55,66,62,183
"14482",361,1,1,0,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,75,58,62,195
"14485",364,0,2,0,1,1,1,3,0,3,0,0,1,0,0,1,0,0,0,59,77,77,213
"14486",365,0,3,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,0,66,72,78,216
"14488",367,0,3,0,0,2,1,3,1,1,0,0,0,1,0,1,0,0,0,91,97,99,287
"14489",369,1,3,0,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,82,81,78,241
"14491",371,1,3,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,96,84,84,264
"14493",373,1,1,0,1,1,1,4,0,3,0,0,1,0,0,0,1,0,0,77,76,80,233
"14494",374,1,2,0,0,3,0,1,0,3,0,0,1,0,0,0,0,1,0,43,37,28,108
"14495",375,1,2,1,0,2,1,2,0,2,0,0,0,1,0,1,0,0,0,7,11,12,30
"14497",377,0,2,1,0,2,1,5,1,3,0,0,1,0,0,0,1,0,0,41,41,47,129
